Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Argentina,ARG,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,49.9820377924846,44.818802825055,48.3141262432996,47.2353643279311,48.1996785915942,49.4822602564899,..,..,..,..,..
Argentina,ARG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,13.3024117257291,15.1217629578171,14.7890906677874,14.2682523476035,13.840106557021,15.4231944645654,..,..,..,..,..
Argentina,ARG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.26999998092651,0.639999985694885,0.620000004768372,0.620000004768372,0.550000011920929,0.259999990463257,0.129999995231628,0.0599999986588955,0.100000001490116,0.0599999986588955,..
Argentina,ARG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.3400001525879,23.9699993133545,23.6599998474121,23.9500007629395,24.1599998474121,23.6599998474121,22.8799991607666,22.4400005340576,21.9099998474121,21.8400001525879,..
Argentina,ARG,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,75.3899993896484,75.3899993896484,75.7300033569336,75.4400024414063,75.2900009155273,76.0800018310547,76.9899978637695,77.5,77.9899978637695,78.0999984741211,..
Argentina,ARG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,423627422092.49,449061807872.401,444452545623.356,455143068397.581,443707073929.401,455825423287.839,446342760088.163,458922944072.26,447149955687.39,437813398163.194,394446952845.238
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.30012292248985,4.78868313859435,-2.14528444981812,1.26568517537076,-3.57858050983289,1.62966427946263,-3.11006389821465,1.75764818265694,-3.55009117333478,-3.05585485836266,-10.7749774146387
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11633.4980086503,9912.28180859863,8441.9194391094
Argentina,ARG,GDP per capita (current LCU),NY.GDP.PCAP.CN,40739.9840807887,52810.1167359686,63208.8926890011,79338.285078988,107315.211694536,138053.315160733,188760.95646864,242031.427829262,326843.126553029,477255.553292226,595486.243699225
Argentina,ARG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.5,4.39,4.59,4.78,4.84,4.96,4.95,4.99,..,..,..
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,67.65,67.96,68.04,67.78,67.05,67.47,67.86,68.23,69.21,69.37,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.278,75.439,75.598,75.756,75.913,76.068,76.221,76.372,76.52,76.667,76.6815853658537
Argentina,ARG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.2986373901367,99.6282424926758,99.3758697509766,99.5513229370117,99.2967071533203,99.559700012207,99.5027084350586,..,99.5055236816406,..,..
Argentina,ARG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,109830,109130,111740,113350,114180,114090,115580,117570,117850,..,..
Argentina,ARG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.9,12.4,11.9,11.3,10.8,10.2,9.7,9.2,8.7,8.2,..
Argentina,ARG,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,7.7,7.6,7.5,7.2,6.9,6.6,6.4,6.2,6.2,6.1,..
Argentina,ARG,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,41650,42640,42120,43470,43850,43430,46380,48340,47930,..,..
Argentina,ARG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,92.6217791379891,93.1824993783585,93.7417481852165,94.1675570736228,94.2010482970055,94.2348507736493,94.2585054176821,..,..,..,..
Argentina,ARG,"Population, total",SP.POP.TOTL,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763
Argentina,ARG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,28.5854562001549,32.305970437266,29.2611353196635,31.4844907174391,31.5762041956827,28.1400691239471,..,..,..,..,..
Argentina,ARG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.96144595214523,10.1168467244514,9.86670170197468,10.2103228997482,10.9019579336328,10.040077613914,..,..,..,..,..
Argentina,ARG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.09,..,..,..,..,9.55,..,..,9.65,..,..
Argentina,ARG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.71,7.18,7.22,7.1,7.27,..,..,8.35,9.22,9.84,..
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.71,7.18,7.22,7.1,7.27,7.61,7.97,8.35,9.22,9.84,11.67
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,18.2467708587646,18.4053401947021,18.8033409118652,19.0403594970703,18.7846908569336,18.576150894165,19.4222507476807,..,19.9918098449707,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,90.3014526367188,91.3025817871094,91.6900405883789,92.213493347168,92.5672607421875,92.6364898681641,91.9309692382813,..,92.6953735351563,..,..
Argentina,ARG,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,0.5,0.4,0.4,0.4,0.4,..,0.4,0.3,0.4,0.5,..
Argentina,ARG,Gini index (World Bank estimate),SI.POV.GINI,43.6,42.6,41.3,40.9,41.6,..,42,41.1,41.3,42.9,..
Austria,AUT,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,39003.6633009568,39447.2327238167,39166.2828104331,38833.3790624816,38832.227861979,38639.1230211942,39647.2150882899,39522.4358651531,40182.4116590645,41023.8117413662,..
Austria,AUT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,39003.6633009568,42581.45348096,39996.8595446505,41700.6822109753,42432.3012710663,35815.1363649335,37186.2483205641,38448.4183463291,41712.2012661055,41179.5489288613,..
Austria,AUT,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.6583061849802,33.3971245503325,33.1322528284517,32.913693036556,32.8902245434606,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,..,..
Austria,AUT,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,10.0556375609328,10.206995317003,11.9572596832813,12.2986608351995,13.2072371508149,12.2128791477895,..,..,..,..,..
Austria,AUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9.3,9.4,9.4,9.6,9.8,10,10,9.7,9.6,10.006
Austria,AUT,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.178344225023354,0.169093756330327,0.160177029531094,0.161710248996694,0.151461065376486,0.15274570261213,0.150335380909431,0.152463574665966,0.14264569148804,..,..
Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,69960,68270,65110,65750,61990,63150,63390,65830,63180,..,..
Austria,AUT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.2,9.1,9.4,9.4,9.2,9.6,9.2,9.5,9.5,9.4,9.949
Austria,AUT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8382.71115445338,8425.16775320399,8548.88219928111,8509.61158033605,8355.84195182134,..,..,..,..,..,..
Austria,AUT,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,9.8684016839874,11.7789696813977,9.08746907291515,9.4562354763749,7.97033238119969,8.22660816346356,..,..,..,..,..
Austria,AUT,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,56.470986545765,54.989401336074,63.753456556542,65.132455460883,66.5573876915087,59.9970856337937,..,..,..,..,..
Austria,AUT,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,..,..,..,..,..
Austria,AUT,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,21.1249153590249,19.9736639260021,14.1333139281036,10.3020914020139,8.77207218904181,12.6013956575944,..,..,..,..,..
Austria,AUT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.87534960402744,1.62834018499486,1.08135642555669,1.07668474051123,0.978641911191898,1.39403850201577,..,..,..,..,..
Austria,AUT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,5.21000003814697,4.94000005722046,4.67999982833862,4.57999992370605,4.84000015258789,4.53000020980835,4.34999990463257,3.9300000667572,3.69000005722046,3.66000008583069,..
Austria,AUT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.9099998474121,26.0300006866455,26.0799999237061,25.9099998474121,25.75,25.7600002288818,25.5599994659424,24.9200000762939,25.4400005340576,25.3600006103516,..
Austria,AUT,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,69.879997253418,69.0400009155273,69.25,69.5199966430664,69.4100036621094,69.7099990844727,70.0899963378906,71.1500015258789,70.870002746582,70.9899978637695,..
Austria,AUT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,392275107258.667,403740513438.199,406487747903.707,406591421433.927,409280100109.633,413432253216.039,421657228102.472,431775262676.529,442915585749.024,449199380962.245,419595298128.512
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.59257712849987,2.57644831811446,0.222450576943075,-0.562298942527448,-0.122370667337563,-0.111540189504495,0.892469139632297,1.69076313006771,2.0816965919734,0.968753111443178,-6.98097860760734
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,46903.7615854343,51442.2762464407,48564.9173350875,50731.1272541847,51786.3771747905,44195.8175947748,45307.5878620429,47426.5119597773,51478.2852619277,50121.5542131186,48105.3646248411
Austria,AUT,GDP per capita (current LCU),NY.GDP.PCAP.CN,35379.9290336805,36956.8462338067,37799.9264767898,38197.754835213,38981.0663164511,39833.5323259551,40931.8460996801,41982.2096247985,43590.4049093939,44772.394345895,42116.5544584878
Austria,AUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.65,7.68,7.67,7.64,7.58,7.54,7.42,7.37,7.27,..,..
Austria,AUT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,74.42,74.77,75.32,75.64,75.42,75.51,76.18,76.33,76.63,76.86,..
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342,81.6439024390244,81.6926829268293,81.7926829268293,81.5914634146341
Austria,AUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,7580,7410,7250,7110,6950,6880,6800,6740,6660,..,..
Austria,AUT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.6,3.5,3.3,3.2,3.1,3,3,2.9,2.9,2.8,..
Austria,AUT,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2.5,2.5,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2.1,..
Austria,AUT,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,3520,3550,3590,3620,3670,3680,3700,3630,3620,..,..
Austria,AUT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.9858330250449,99.9841121228219,99.9823112215371,99.9804576387726,99.9785889656659,99.9767087846052,99.9748135182502,99.9729096123263,..,..,..
Austria,AUT,"Population, total",SP.POP.TOTL,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8917205
Austria,AUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,66.2113227544381,65.6314234326824,74.5291806141755,78.0247869868319,81.0568683458842,76.4907792691417,..,..,..,..,..
Austria,AUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.6592165744001,30.9885937243849,33.4265374778104,34.6806004056175,35.3942733418568,34.3949917477854,..,..,..,..,..
Austria,AUT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.2,..,..,..,..,12.07,..,..,11.96,..,..
Austria,AUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.82,4.56,4.87,5.33,5.62,5.72,6.01,5.5,4.85,4.49,5.36
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.82,4.56,4.87,5.34,5.62,5.72,6.01,5.5,4.85,4.49,5.77
Austria,AUT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,12.2523698806763,13.0816698074341,12.9680004119873,14.2486295700073,..,..,..
Austria,AUT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,26.1673908233643,26.338830947876,26.9906406402588,27.8275604248047,28.4185199737549,29.1428203582764,29.4428405761719,30.6283702850342,..,..,..
Austria,AUT,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,0.4,0.3,0.4,0.2,0.1,0.6,0.6,0.2,0.5,..,..
Austria,AUT,Gini index (World Bank estimate),SI.POV.GINI,30.3,30.8,30.5,30.8,30.5,30.5,30.8,29.7,30.8,..,..
Belgium,BEL,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,36309.1058843981,35352.56298371,36326.1994312742,36505.1764172917,36904.5810774645,37585.672727099,37997.3608722427,38353.7767175369,38542.690346461,39348.9579230123,..
Belgium,BEL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,36309.1058843981,38241.6815661999,36970.1081456662,38775.524570248,39500.7620024417,33795.2647748051,34512.8304615845,36348.2916745025,39098.0855401263,38208.4492016769,..
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.7721268163804,44.1116248348745,43.9894319682959,44.1380449141347,43.9663143989432,43.8573315719947,44.6103038309115,43.8243064729194,44.7159841479524,..,..
Belgium,BEL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,21.242316012202,23.2431816287149,20.7474074597644,21.4255025060909,18.5896310222015,15.110327401377,..,..,..,..,..
Belgium,BEL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.9,11.7,11.5,11.3,11.2,10.8,10.8,10.5,10.4,10.1,10.719
Belgium,BEL,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.221157834611445,0.195208685168195,0.192539430992539,0.194989471611586,0.179143496426706,0.185373407027783,0.181362576228432,0.175535773756118,0.173753708990364,..,..
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,106470,95570,94960,96610,90160,95200,94320,92770,93470,..,..
Belgium,BEL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.7,9.4,9.8,9.8,9.3,9.8,9.5,9.6,9.7,9.5,9.781
